subject	variable	value	sample_plant_anatomical_entity	sample_collection_date	sample_institute	sample_city	sample_country	sample_associated_interval	sample_associated_factor
Suneson	Radical Emerge (days)	1.0			Bayer Crop Science		green house in California Bay area		
PI 258366	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 258367	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 304269	Shoot Emerge (days)	2.2			Bayer Crop Science		green house in California Bay area		
PI 304270	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 304271	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 311735	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 311736	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 597833A	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 597833B	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 633192	Shoot Emerge (days)	1.8			Bayer Crop Science		green house in California Bay area		
PI 633193	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 633194	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650140	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650141	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650142A	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650142B	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650143	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650144	Shoot Emerge (days)	2.2			Bayer Crop Science		green house in California Bay area		
PI 650145	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650146	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650147	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650148	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650149	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650150	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650151	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650152	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650153	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650154	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650155	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650156	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650157A	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650157B	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650158A	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650158B	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650159	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650163	Shoot Emerge (days)	1.8			Bayer Crop Science		green house in California Bay area		
PI 650164	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650165	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650166	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 650167	Shoot Emerge (days)	3.0			Bayer Crop Science		green house in California Bay area		
PI 650168	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
Suneson	Shoot Emerge (days)	2.0			Bayer Crop Science		green house in California Bay area		
PI 258366	Root Length (mm)	22.0			Bayer Crop Science		green house in California Bay area		
PI 258367	Root Length (mm)	16.0			Bayer Crop Science		green house in California Bay area		
PI 304269	Root Length (mm)	27.8			Bayer Crop Science		green house in California Bay area		
PI 304270	Root Length (mm)	28.0			Bayer Crop Science		green house in California Bay area		
PI 304271	Root Length (mm)	20.0			Bayer Crop Science		green house in California Bay area		
PI 311735	Root Length (mm)	30.2			Bayer Crop Science		green house in California Bay area		
PI 311736	Root Length (mm)	22.4			Bayer Crop Science		green house in California Bay area		
PI 597833A	Root Length (mm)	19.6			Bayer Crop Science		green house in California Bay area		
PI 597833B	Root Length (mm)	23.0			Bayer Crop Science		green house in California Bay area		
PI 633192	Root Length (mm)	27.2			Bayer Crop Science		green house in California Bay area		
PI 633193	Root Length (mm)	22.4			Bayer Crop Science		green house in California Bay area		
PI 633194	Root Length (mm)	26.2			Bayer Crop Science		green house in California Bay area		
PI 650140	Root Length (mm)	34.6			Bayer Crop Science		green house in California Bay area		
PI 650141	Root Length (mm)	32.6			Bayer Crop Science		green house in California Bay area		
PI 650142A	Root Length (mm)	17.2			Bayer Crop Science		green house in California Bay area		
PI 650142B	Root Length (mm)	25.6			Bayer Crop Science		green house in California Bay area		
PI 650143	Root Length (mm)	5.4			Bayer Crop Science		green house in California Bay area		
PI 650144	Root Length (mm)	24.6			Bayer Crop Science		green house in California Bay area		
PI 650145	Root Length (mm)	30.4			Bayer Crop Science		green house in California Bay area		
PI 650146	Root Length (mm)	23.0			Bayer Crop Science		green house in California Bay area		
PI 650147	Root Length (mm)	20.2			Bayer Crop Science		green house in California Bay area		
PI 650148	Root Length (mm)	23.0			Bayer Crop Science		green house in California Bay area		
PI 650149	Root Length (mm)	26.8			Bayer Crop Science		green house in California Bay area		
PI 650150	Root Length (mm)	38.2			Bayer Crop Science		green house in California Bay area		
PI 650151	Root Length (mm)	33.4			Bayer Crop Science		green house in California Bay area		
PI 650152	Root Length (mm)	8.8			Bayer Crop Science		green house in California Bay area		
PI 650153	Root Length (mm)	38.0			Bayer Crop Science		green house in California Bay area		
PI 650154	Root Length (mm)	26.4			Bayer Crop Science		green house in California Bay area		
PI 650155	Root Length (mm)	17.6			Bayer Crop Science		green house in California Bay area		
PI 650156	Root Length (mm)	31.2			Bayer Crop Science		green house in California Bay area		
PI 650157A	Root Length (mm)	22.6			Bayer Crop Science		green house in California Bay area		
PI 650157B	Root Length (mm)	24.2			Bayer Crop Science		green house in California Bay area		
PI 650158A	Root Length (mm)	40.4			Bayer Crop Science		green house in California Bay area		
PI 650158B	Root Length (mm)	26.2			Bayer Crop Science		green house in California Bay area		
PI 650159	Root Length (mm)	37.4			Bayer Crop Science		green house in California Bay area		
PI 650163	Root Length (mm)	22.0			Bayer Crop Science		green house in California Bay area		
PI 650164	Root Length (mm)	30.8			Bayer Crop Science		green house in California Bay area		
PI 650165	Root Length (mm)	36.8			Bayer Crop Science		green house in California Bay area		
PI 650166	Root Length (mm)	28.4			Bayer Crop Science		green house in California Bay area		
PI 650167	Root Length (mm)	13.8			Bayer Crop Science		green house in California Bay area		
PI 650168	Root Length (mm)	20.6			Bayer Crop Science		green house in California Bay area		
Suneson	Root Length (mm)	29.8			Bayer Crop Science		green house in California Bay area		
PI 258366	Hypocotyl Length (mm)	6.4			Bayer Crop Science		green house in California Bay area		
PI 258367	Hypocotyl Length (mm)	5.8			Bayer Crop Science		green house in California Bay area		
PI 304269	Hypocotyl Length (mm)	7.8			Bayer Crop Science		green house in California Bay area		
PI 304270	Hypocotyl Length (mm)	8.2			Bayer Crop Science		green house in California Bay area		
PI 304271	Hypocotyl Length (mm)	7.4			Bayer Crop Science		green house in California Bay area		
PI 311735	Hypocotyl Length (mm)	7.4			Bayer Crop Science		green house in California Bay area		
PI 311736	Hypocotyl Length (mm)	7.4			Bayer Crop Science		green house in California Bay area		
PI 597833A	Hypocotyl Length (mm)	4.6			Bayer Crop Science		green house in California Bay area		
PI 597833B	Hypocotyl Length (mm)	5.4			Bayer Crop Science		green house in California Bay area		
PI 633192	Hypocotyl Length (mm)	6.4			Bayer Crop Science		green house in California Bay area		
PI 633193	Hypocotyl Length (mm)	7.8			Bayer Crop Science		green house in California Bay area		
PI 633194	Hypocotyl Length (mm)	10.0			Bayer Crop Science		green house in California Bay area		
PI 650140	Hypocotyl Length (mm)	8.0			Bayer Crop Science		green house in California Bay area		
PI 650141	Hypocotyl Length (mm)	7.8			Bayer Crop Science		green house in California Bay area		
PI 650142A	Hypocotyl Length (mm)	8.8			Bayer Crop Science		green house in California Bay area		
PI 650142B	Hypocotyl Length (mm)	7.2			Bayer Crop Science		green house in California Bay area		
PI 650143	Hypocotyl Length (mm)	2.8			Bayer Crop Science		green house in California Bay area		
PI 650144	Hypocotyl Length (mm)	7.4			Bayer Crop Science		green house in California Bay area		
PI 650145	Hypocotyl Length (mm)	8.2			Bayer Crop Science		green house in California Bay area		
PI 650146	Hypocotyl Length (mm)	8.4			Bayer Crop Science		green house in California Bay area		
PI 650147	Hypocotyl Length (mm)	9.0			Bayer Crop Science		green house in California Bay area		
PI 650148	Hypocotyl Length (mm)	7.6			Bayer Crop Science		green house in California Bay area		
PI 650149	Hypocotyl Length (mm)	8.2			Bayer Crop Science		green house in California Bay area		
PI 650150	Hypocotyl Length (mm)	8.6			Bayer Crop Science		green house in California Bay area		
PI 650151	Hypocotyl Length (mm)	9.0			Bayer Crop Science		green house in California Bay area		
PI 650152	Hypocotyl Length (mm)	2.2			Bayer Crop Science		green house in California Bay area		
PI 650153	Hypocotyl Length (mm)	8.8			Bayer Crop Science		green house in California Bay area		
PI 650154	Hypocotyl Length (mm)	8.0			Bayer Crop Science		green house in California Bay area		
PI 650155	Hypocotyl Length (mm)	7.0			Bayer Crop Science		green house in California Bay area		
PI 650156	Hypocotyl Length (mm)	9.4			Bayer Crop Science		green house in California Bay area		
PI 650157A	Hypocotyl Length (mm)	5.4			Bayer Crop Science		green house in California Bay area		
PI 650157B	Hypocotyl Length (mm)	5.4			Bayer Crop Science		green house in California Bay area		
PI 650158A	Hypocotyl Length (mm)	7.4			Bayer Crop Science		green house in California Bay area		
PI 650158B	Hypocotyl Length (mm)	8.2			Bayer Crop Science		green house in California Bay area		
PI 650159	Hypocotyl Length (mm)	7.8			Bayer Crop Science		green house in California Bay area		
PI 650163	Hypocotyl Length (mm)	7.2			Bayer Crop Science		green house in California Bay area		
PI 650164	Hypocotyl Length (mm)	8.6			Bayer Crop Science		green house in California Bay area		
PI 650165	Hypocotyl Length (mm)	8.8			Bayer Crop Science		green house in California Bay area		
PI 650166	Hypocotyl Length (mm)	8.0			Bayer Crop Science		green house in California Bay area		
PI 650167	Hypocotyl Length (mm)	3.8			Bayer Crop Science		green house in California Bay area		
PI 650168	Hypocotyl Length (mm)	5.6			Bayer Crop Science		green house in California Bay area		
Suneson	Hypocotyl Length (mm)	10.8			Bayer Crop Science		green house in California Bay area		
PI 258366	Cotyledon Emerge (%)	60.0			Bayer Crop Science		green house in California Bay area		
PI 258367	Cotyledon Emerge (%)	44.0			Bayer Crop Science		green house in California Bay area		
PI 304269	Cotyledon Emerge (%)	25.0			Bayer Crop Science		green house in California Bay area		
PI 304270	Cotyledon Emerge (%)	75.0			Bayer Crop Science		green house in California Bay area		
PI 304271	Cotyledon Emerge (%)	100.0			Bayer Crop Science		green house in California Bay area		
PI 311735	Cotyledon Emerge (%)	49.0			Bayer Crop Science		green house in California Bay area		
PI 311736	Cotyledon Emerge (%)	91.0			Bayer Crop Science		green house in California Bay area		
PI 597833A	Cotyledon Emerge (%)	55.0			Bayer Crop Science		green house in California Bay area		
PI 597833B	Cotyledon Emerge (%)	59.0			Bayer Crop Science		green house in California Bay area		
PI 633192	Cotyledon Emerge (%)	96.0			Bayer Crop Science		green house in California Bay area		
PI 633193	Cotyledon Emerge (%)	0.0			Bayer Crop Science		green house in California Bay area		
PI 633194	Cotyledon Emerge (%)	81.0			Bayer Crop Science		green house in California Bay area		
PI 650140	Cotyledon Emerge (%)	96.0			Bayer Crop Science		green house in California Bay area		
PI 650141	Cotyledon Emerge (%)	60.0			Bayer Crop Science		green house in California Bay area		
PI 650142A	Cotyledon Emerge (%)	6.0			Bayer Crop Science		green house in California Bay area		
PI 650142B	Cotyledon Emerge (%)	88.0			Bayer Crop Science		green house in California Bay area		
PI 650143	Cotyledon Emerge (%)	3.0			Bayer Crop Science		green house in California Bay area		
PI 650144	Cotyledon Emerge (%)	70.0			Bayer Crop Science		green house in California Bay area		
PI 650145	Cotyledon Emerge (%)	29.0			Bayer Crop Science		green house in California Bay area		
PI 650146	Cotyledon Emerge (%)	61.0			Bayer Crop Science		green house in California Bay area		
PI 650147	Cotyledon Emerge (%)	24.0			Bayer Crop Science		green house in California Bay area		
PI 650148	Cotyledon Emerge (%)	100.0			Bayer Crop Science		green house in California Bay area		
PI 650149	Cotyledon Emerge (%)	77.0			Bayer Crop Science		green house in California Bay area		
PI 650150	Cotyledon Emerge (%)	85.0			Bayer Crop Science		green house in California Bay area		
PI 650151	Cotyledon Emerge (%)	75.0			Bayer Crop Science		green house in California Bay area		
PI 650152	Cotyledon Emerge (%)	22.0			Bayer Crop Science		green house in California Bay area		
PI 650153	Cotyledon Emerge (%)	0.0			Bayer Crop Science		green house in California Bay area		
PI 650154	Cotyledon Emerge (%)	96.0			Bayer Crop Science		green house in California Bay area		
PI 650155	Cotyledon Emerge (%)	98.0			Bayer Crop Science		green house in California Bay area		
PI 650156	Cotyledon Emerge (%)	100.0			Bayer Crop Science		green house in California Bay area		
PI 650157A	Cotyledon Emerge (%)	69.0			Bayer Crop Science		green house in California Bay area		
PI 650157B	Cotyledon Emerge (%)	14.0			Bayer Crop Science		green house in California Bay area		
PI 650158A	Cotyledon Emerge (%)	88.0			Bayer Crop Science		green house in California Bay area		
PI 650158B	Cotyledon Emerge (%)	90.0			Bayer Crop Science		green house in California Bay area		
PI 650159	Cotyledon Emerge (%)	80.0			Bayer Crop Science		green house in California Bay area		
PI 650163	Cotyledon Emerge (%)	24.0			Bayer Crop Science		green house in California Bay area		
PI 650164	Cotyledon Emerge (%)	100.0			Bayer Crop Science		green house in California Bay area		
PI 650165	Cotyledon Emerge (%)	94.0			Bayer Crop Science		green house in California Bay area		
PI 650166	Cotyledon Emerge (%)	96.0			Bayer Crop Science		green house in California Bay area		
PI 650167	Cotyledon Emerge (%)	66.0			Bayer Crop Science		green house in California Bay area		
PI 650168	Cotyledon Emerge (%)	89.0			Bayer Crop Science		green house in California Bay area		
Suneson	Cotyledon Emerge (%)	75.0			Bayer Crop Science		green house in California Bay area		
